id,name,source,pack,category,tags,triangles,vertices,groups,animMode,hasUV,textured,sizeX,sizeY,sizeZ,bytes,file
kaykit/halloween-bits-1.0/tree_pine_orange_large,"tree_pine_orange_large",kaykit,halloween-bits-1.0,props-environments,"holiday",318,954,1,whole-model,True,True,4.759,7.475,4.155,29231,kaykit/halloween-bits-1.0/tree_pine_orange_large.obj
kaykit/halloween-bits-1.0/tree_pine_orange_medium,"tree_pine_orange_medium",kaykit,halloween-bits-1.0,props-environments,"holiday",318,954,1,whole-model,True,True,3.330,5.872,3.120,29212,kaykit/halloween-bits-1.0/tree_pine_orange_medium.obj
kaykit/halloween-bits-1.0/tree_pine_orange_small,"tree_pine_orange_small",kaykit,halloween-bits-1.0,props-environments,"holiday",260,780,1,whole-model,True,True,2.401,4.043,2.198,23654,kaykit/halloween-bits-1.0/tree_pine_orange_small.obj
kaykit/halloween-bits-1.0/tree_pine_yellow_large,"tree_pine_yellow_large",kaykit,halloween-bits-1.0,props-environments,"holiday",318,954,1,whole-model,True,True,4.759,7.475,4.155,29231,kaykit/halloween-bits-1.0/tree_pine_yellow_large.obj
kaykit/halloween-bits-1.0/tree_pine_yellow_medium,"tree_pine_yellow_medium",kaykit,halloween-bits-1.0,props-environments,"holiday",318,954,1,whole-model,True,True,3.330,5.872,3.120,29212,kaykit/halloween-bits-1.0/tree_pine_yellow_medium.obj
kaykit/halloween-bits-1.0/tree_pine_yellow_small,"tree_pine_yellow_small",kaykit,halloween-bits-1.0,props-environments,"holiday",260,780,1,whole-model,True,True,2.401,4.043,2.198,23654,kaykit/halloween-bits-1.0/tree_pine_yellow_small.obj
kaykit/halloween-bits-1.0/wagon,"wagon",kaykit,halloween-bits-1.0,props-environments,"holiday rail vehicle",516,1548,1,whole-model,True,True,2.800,1.915,4.985,38585,kaykit/halloween-bits-1.0/wagon.obj
kaykit/halloween-bits-1.0/wagon_hay,"wagon_hay",kaykit,halloween-bits-1.0,props-environments,"holiday",3180,9540,1,whole-model,True,True,2.800,2.487,4.985,246898,kaykit/halloween-bits-1.0/wagon_hay.obj
kaykit/halloween-bits-1.0/wagon_hay_wheel_front_left,"wagon_hay_wheel_front_left",kaykit,halloween-bits-1.0,props-environments,"holiday",496,1488,1,whole-model,True,True,0.308,1.425,1.425,34449,kaykit/halloween-bits-1.0/wagon_hay_wheel_front_left.obj
kaykit/halloween-bits-1.0/wagon_hay_wheel_front_right,"wagon_hay_wheel_front_right",kaykit,halloween-bits-1.0,props-environments,"holiday",496,1488,1,whole-model,True,True,0.308,1.425,1.425,34739,kaykit/halloween-bits-1.0/wagon_hay_wheel_front_right.obj
kaykit/halloween-bits-1.0/wagon_hay_wheel_rear_left,"wagon_hay_wheel_rear_left",kaykit,halloween-bits-1.0,props-environments,"holiday",496,1488,1,whole-model,True,True,0.308,1.425,1.425,34712,kaykit/halloween-bits-1.0/wagon_hay_wheel_rear_left.obj
kaykit/halloween-bits-1.0/wagon_hay_wheel_rear_right,"wagon_hay_wheel_rear_right",kaykit,halloween-bits-1.0,props-environments,"holiday",496,1488,1,whole-model,True,True,0.308,1.425,1.425,34995,kaykit/halloween-bits-1.0/wagon_hay_wheel_rear_right.obj
kaykit/halloween-bits-1.0/wagon_wheel_front_left,"wagon_wheel_front_left",kaykit,halloween-bits-1.0,props-environments,"holiday",496,1488,1,whole-model,True,True,0.308,1.425,1.425,34441,kaykit/halloween-bits-1.0/wagon_wheel_front_left.obj
kaykit/halloween-bits-1.0/wagon_wheel_front_right,"wagon_wheel_front_right",kaykit,halloween-bits-1.0,props-environments,"holiday",496,1488,1,whole-model,True,True,0.308,1.425,1.425,34731,kaykit/halloween-bits-1.0/wagon_wheel_front_right.obj
kaykit/halloween-bits-1.0/wagon_wheel_rear_left,"wagon_wheel_rear_left",kaykit,halloween-bits-1.0,props-environments,"holiday",496,1488,1,whole-model,True,True,0.308,1.425,1.425,34704,kaykit/halloween-bits-1.0/wagon_wheel_rear_left.obj
kaykit/halloween-bits-1.0/wagon_wheel_rear_right,"wagon_wheel_rear_right",kaykit,halloween-bits-1.0,props-environments,"holiday",496,1488,1,whole-model,True,True,0.308,1.425,1.425,34987,kaykit/halloween-bits-1.0/wagon_wheel_rear_right.obj
kaykit/halloween-bits-1.0/wooden_gate,"wooden_gate",kaykit,halloween-bits-1.0,props-environments,"holiday",130,390,1,whole-model,True,True,4.000,4.000,0.400,11687,kaykit/halloween-bits-1.0/wooden_gate.obj
kaykit/halloween-bits-1.0/wooden_gate_halloween,"wooden_gate_halloween",kaykit,halloween-bits-1.0,props-environments,"holiday",1800,5400,1,whole-model,True,True,4.000,5.630,1.404,135115,kaykit/halloween-bits-1.0/wooden_gate_halloween.obj
kaykit/holiday-bits-1.0/basketball,"basketball",kaykit,holiday-bits-1.0,props-environments,"holiday sports",1048,3144,1,whole-model,True,True,0.738,0.738,0.737,79362,kaykit/holiday-bits-1.0/basketball.obj
kaykit/holiday-bits-1.0/bell,"bell",kaykit,holiday-bits-1.0,props-environments,"holiday",384,1152,1,whole-model,True,True,0.806,0.829,0.806,25274,kaykit/holiday-bits-1.0/bell.obj
kaykit/holiday-bits-1.0/bell_clapper,"bell_clapper",kaykit,holiday-bits-1.0,props-environments,"holiday",144,432,1,whole-model,True,True,0.207,0.724,0.207,9081,kaykit/holiday-bits-1.0/bell_clapper.obj
kaykit/holiday-bits-1.0/bell_decorated,"bell_decorated",kaykit,holiday-bits-1.0,props-environments,"holiday",1080,3240,1,whole-model,True,True,0.806,0.903,0.916,82477,kaykit/holiday-bits-1.0/bell_decorated.obj
kaykit/holiday-bits-1.0/bell_decorated_clapper,"bell_decorated_clapper",kaykit,holiday-bits-1.0,props-environments,"holiday",144,432,1,whole-model,True,True,0.207,0.724,0.207,9101,kaykit/holiday-bits-1.0/bell_decorated_clapper.obj
kaykit/holiday-bits-1.0/bell_decorated_ring,"bell_decorated_ring",kaykit,holiday-bits-1.0,props-environments,"holiday",192,576,1,whole-model,True,True,0.328,0.328,0.067,11352,kaykit/holiday-bits-1.0/bell_decorated_ring.obj
kaykit/holiday-bits-1.0/bell_ring,"bell_ring",kaykit,holiday-bits-1.0,props-environments,"holiday",192,576,1,whole-model,True,True,0.328,0.328,0.067,11332,kaykit/holiday-bits-1.0/bell_ring.obj
kaykit/holiday-bits-1.0/candy_A_blue,"candy_A_blue",kaykit,holiday-bits-1.0,props-environments,"holiday",72,216,1,whole-model,True,True,0.692,0.272,0.692,4884,kaykit/holiday-bits-1.0/candy_A_blue.obj
kaykit/holiday-bits-1.0/candy_A_green,"candy_A_green",kaykit,holiday-bits-1.0,props-environments,"holiday",72,216,1,whole-model,True,True,0.692,0.272,0.692,4886,kaykit/holiday-bits-1.0/candy_A_green.obj
kaykit/holiday-bits-1.0/candy_A_pink,"candy_A_pink",kaykit,holiday-bits-1.0,props-environments,"holiday",72,216,1,whole-model,True,True,0.692,0.272,0.692,4892,kaykit/holiday-bits-1.0/candy_A_pink.obj
kaykit/holiday-bits-1.0/candy_A_yellow,"candy_A_yellow",kaykit,holiday-bits-1.0,props-environments,"holiday",72,216,1,whole-model,True,True,0.692,0.272,0.692,4896,kaykit/holiday-bits-1.0/candy_A_yellow.obj
kaykit/holiday-bits-1.0/candy_B_blue,"candy_B_blue",kaykit,holiday-bits-1.0,props-environments,"holiday",144,432,1,whole-model,True,True,0.678,0.625,0.678,9877,kaykit/holiday-bits-1.0/candy_B_blue.obj
kaykit/holiday-bits-1.0/candy_B_green,"candy_B_green",kaykit,holiday-bits-1.0,props-environments,"holiday",144,432,1,whole-model,True,True,0.678,0.625,0.678,9866,kaykit/holiday-bits-1.0/candy_B_green.obj
kaykit/holiday-bits-1.0/candy_B_pink,"candy_B_pink",kaykit,holiday-bits-1.0,props-environments,"holiday",144,432,1,whole-model,True,True,0.678,0.625,0.678,9877,kaykit/holiday-bits-1.0/candy_B_pink.obj
kaykit/holiday-bits-1.0/candy_B_yellow,"candy_B_yellow",kaykit,holiday-bits-1.0,props-environments,"holiday",144,432,1,whole-model,True,True,0.678,0.625,0.678,9868,kaykit/holiday-bits-1.0/candy_B_yellow.obj
kaykit/holiday-bits-1.0/candy_C_blue,"candy_C_blue",kaykit,holiday-bits-1.0,props-environments,"holiday",120,360,1,whole-model,True,True,0.824,0.237,0.824,7820,kaykit/holiday-bits-1.0/candy_C_blue.obj
kaykit/holiday-bits-1.0/candy_C_green,"candy_C_green",kaykit,holiday-bits-1.0,props-environments,"holiday",120,360,1,whole-model,True,True,0.824,0.237,0.824,7809,kaykit/holiday-bits-1.0/candy_C_green.obj
kaykit/holiday-bits-1.0/candy_C_pink,"candy_C_pink",kaykit,holiday-bits-1.0,props-environments,"holiday",120,360,1,whole-model,True,True,0.824,0.237,0.824,7820,kaykit/holiday-bits-1.0/candy_C_pink.obj
kaykit/holiday-bits-1.0/candy_C_yellow,"candy_C_yellow",kaykit,holiday-bits-1.0,props-environments,"holiday",120,360,1,whole-model,True,True,0.824,0.237,0.824,7811,kaykit/holiday-bits-1.0/candy_C_yellow.obj
kaykit/holiday-bits-1.0/candy_peppermint,"candy_peppermint",kaykit,holiday-bits-1.0,props-environments,"holiday",160,480,1,whole-model,True,True,1.212,0.357,1.212,11062,kaykit/holiday-bits-1.0/candy_peppermint.obj
kaykit/holiday-bits-1.0/candycane_large,"candycane_large",kaykit,holiday-bits-1.0,props-environments,"holiday",576,1728,1,whole-model,True,True,1.434,3.227,0.420,42721,kaykit/holiday-bits-1.0/candycane_large.obj
kaykit/holiday-bits-1.0/candycane_small,"candycane_small",kaykit,holiday-bits-1.0,props-environments,"holiday",240,720,1,whole-model,True,True,0.320,0.584,0.115,20239,kaykit/holiday-bits-1.0/candycane_small.obj
kaykit/holiday-bits-1.0/carpet_round_large,"carpet_round_large",kaykit,holiday-bits-1.0,props-environments,"holiday",256,768,1,whole-model,True,True,2.919,0.050,2.919,17060,kaykit/holiday-bits-1.0/carpet_round_large.obj
kaykit/holiday-bits-1.0/carpet_round_small,"carpet_round_small",kaykit,holiday-bits-1.0,props-environments,"holiday",256,768,1,whole-model,True,True,2.000,0.050,2.000,17060,kaykit/holiday-bits-1.0/carpet_round_small.obj
kaykit/holiday-bits-1.0/chair_large_blue,"chair_large_blue",kaykit,holiday-bits-1.0,props-environments,"holiday",1292,3876,1,whole-model,True,True,1.831,2.137,1.615,88969,kaykit/holiday-bits-1.0/chair_large_blue.obj
kaykit/holiday-bits-1.0/chair_large_brown,"chair_large_brown",kaykit,holiday-bits-1.0,props-environments,"holiday",1292,3876,1,whole-model,True,True,1.831,2.137,1.615,88971,kaykit/holiday-bits-1.0/chair_large_brown.obj
kaykit/holiday-bits-1.0/chair_large_green,"chair_large_green",kaykit,holiday-bits-1.0,props-environments,"holiday",1292,3876,1,whole-model,True,True,1.831,2.137,1.615,88971,kaykit/holiday-bits-1.0/chair_large_green.obj
kaykit/holiday-bits-1.0/chair_large_red,"chair_large_red",kaykit,holiday-bits-1.0,props-environments,"holiday",1292,3876,1,whole-model,True,True,1.831,2.137,1.615,88967,kaykit/holiday-bits-1.0/chair_large_red.obj
kaykit/holiday-bits-1.0/christmas_tree,"christmas_tree",kaykit,holiday-bits-1.0,props-environments,"holiday",9238,27714,2,whole-model,True,True,2.408,4.031,2.329,728118,kaykit/holiday-bits-1.0/christmas_tree.obj
kaykit/holiday-bits-1.0/christmas_tree_base,"christmas_tree_base",kaykit,holiday-bits-1.0,props-environments,"holiday",352,1056,1,whole-model,True,True,0.899,0.500,0.899,24788,kaykit/holiday-bits-1.0/christmas_tree_base.obj
kaykit/holiday-bits-1.0/christmas_tree_decorated,"christmas_tree_decorated",kaykit,holiday-bits-1.0,props-environments,"holiday",13236,39708,2,whole-model,True,True,2.919,4.231,2.919,1077763,kaykit/holiday-bits-1.0/christmas_tree_decorated.obj
kaykit/holiday-bits-1.0/christmas_tree_withoutLights,"christmas_tree_withoutLights",kaykit,holiday-bits-1.0,props-environments,"holiday",6886,20658,1,whole-model,True,True,2.408,4.031,2.322,573004,kaykit/holiday-bits-1.0/christmas_tree_withoutLights.obj
kaykit/holiday-bits-1.0/cookie,"cookie",kaykit,holiday-bits-1.0,props-environments,"holiday",344,1032,1,whole-model,True,True,0.511,0.155,0.535,22154,kaykit/holiday-bits-1.0/cookie.obj
kaykit/holiday-bits-1.0/cube_gingerbread_large_A,"cube_gingerbread_large_A",kaykit,holiday-bits-1.0,props-environments,"holiday",2412,7236,1,whole-model,True,True,4.084,4.000,4.084,170714,kaykit/holiday-bits-1.0/cube_gingerbread_large_A.obj
kaykit/holiday-bits-1.0/cube_gingerbread_large_B,"cube_gingerbread_large_B",kaykit,holiday-bits-1.0,props-environments,"holiday",2456,7368,1,whole-model,True,True,4.280,4.000,4.280,175343,kaykit/holiday-bits-1.0/cube_gingerbread_large_B.obj
kaykit/holiday-bits-1.0/cube_gingerbread_slope,"cube_gingerbread_slope",kaykit,holiday-bits-1.0,props-environments,"holiday",1052,3156,1,whole-model,True,True,4.104,4.104,4.280,75661,kaykit/holiday-bits-1.0/cube_gingerbread_slope.obj
kaykit/holiday-bits-1.0/cube_gingerbread_small_A,"cube_gingerbread_small_A",kaykit,holiday-bits-1.0,props-environments,"holiday",1260,3780,1,whole-model,True,True,2.084,2.000,2.084,88237,kaykit/holiday-bits-1.0/cube_gingerbread_small_A.obj
kaykit/holiday-bits-1.0/cube_gingerbread_small_B,"cube_gingerbread_small_B",kaykit,holiday-bits-1.0,props-environments,"holiday",1202,3606,1,whole-model,True,True,2.280,2.000,2.280,85170,kaykit/holiday-bits-1.0/cube_gingerbread_small_B.obj
kaykit/holiday-bits-1.0/door_gingerbread,"door_gingerbread",kaykit,holiday-bits-1.0,props-environments,"holiday",860,2580,1,whole-model,True,True,2.000,3.000,0.655,67666,kaykit/holiday-bits-1.0/door_gingerbread.obj
kaykit/holiday-bits-1.0/floor_gingerbread_large,"floor_gingerbread_large",kaykit,holiday-bits-1.0,props-environments,"holiday",792,2376,1,whole-model,True,True,4.280,1.000,4.280,55401,kaykit/holiday-bits-1.0/floor_gingerbread_large.obj
kaykit/holiday-bits-1.0/floor_gingerbread_small,"floor_gingerbread_small",kaykit,holiday-bits-1.0,props-environments,"holiday",498,1494,1,whole-model,True,True,2.280,1.000,2.280,34324,kaykit/holiday-bits-1.0/floor_gingerbread_small.obj
kaykit/holiday-bits-1.0/football,"football",kaykit,holiday-bits-1.0,props-environments,"holiday sports",540,1620,1,whole-model,True,True,0.569,0.577,0.566,46917,kaykit/holiday-bits-1.0/football.obj
kaykit/holiday-bits-1.0/footstool_blue,"footstool_blue",kaykit,holiday-bits-1.0,props-environments,"holiday",446,1338,1,whole-model,True,True,0.825,0.444,0.688,30840,kaykit/holiday-bits-1.0/footstool_blue.obj
kaykit/holiday-bits-1.0/footstool_brown,"footstool_brown",kaykit,holiday-bits-1.0,props-environments,"holiday",446,1338,1,whole-model,True,True,0.825,0.444,0.688,30842,kaykit/holiday-bits-1.0/footstool_brown.obj
kaykit/holiday-bits-1.0/footstool_green,"footstool_green",kaykit,holiday-bits-1.0,props-environments,"holiday",446,1338,1,whole-model,True,True,0.825,0.444,0.688,30842,kaykit/holiday-bits-1.0/footstool_green.obj
kaykit/holiday-bits-1.0/footstool_red,"footstool_red",kaykit,holiday-bits-1.0,props-environments,"holiday",446,1338,1,whole-model,True,True,0.825,0.444,0.688,30838,kaykit/holiday-bits-1.0/footstool_red.obj
kaykit/holiday-bits-1.0/gingerbread_house,"gingerbread_house",kaykit,holiday-bits-1.0,props-environments,"holiday",2812,8436,1,whole-model,True,True,1.147,1.437,1.114,234062,kaykit/holiday-bits-1.0/gingerbread_house.obj
kaykit/holiday-bits-1.0/gingerbread_house_decorated,"gingerbread_house_decorated",kaykit,holiday-bits-1.0,props-environments,"holiday",3484,10452,1,whole-model,True,True,1.558,1.649,1.561,288290,kaykit/holiday-bits-1.0/gingerbread_house_decorated.obj
kaykit/holiday-bits-1.0/gingerbread_man,"gingerbread_man",kaykit,holiday-bits-1.0,props-environments,"holiday",968,2904,1,whole-model,True,True,0.558,0.113,0.735,66285,kaykit/holiday-bits-1.0/gingerbread_man.obj
kaykit/holiday-bits-1.0/hot_chocolate,"hot_chocolate",kaykit,holiday-bits-1.0,props-environments,"holiday",474,1422,1,whole-model,True,True,0.623,0.430,0.446,33990,kaykit/holiday-bits-1.0/hot_chocolate.obj
kaykit/holiday-bits-1.0/hot_chocolate_decorated,"hot_chocolate_decorated",kaykit,holiday-bits-1.0,props-environments,"holiday",714,2142,1,whole-model,True,True,0.677,0.579,0.503,54974,kaykit/holiday-bits-1.0/hot_chocolate_decorated.obj
kaykit/holiday-bits-1.0/lantern,"lantern",kaykit,holiday-bits-1.0,props-environments,"decor holiday",492,1476,2,whole-model,True,True,0.991,3.938,0.905,34299,kaykit/holiday-bits-1.0/lantern.obj
kaykit/holiday-bits-1.0/lantern_decorated,"lantern_decorated",kaykit,holiday-bits-1.0,props-environments,"holiday",1451,4353,2,whole-model,True,True,0.991,3.991,0.905,106946,kaykit/holiday-bits-1.0/lantern_decorated.obj
kaykit/holiday-bits-1.0/lantern_mini,"lantern_mini",kaykit,holiday-bits-1.0,props-environments,"holiday",286,858,2,whole-model,True,True,0.159,0.642,0.159,22087,kaykit/holiday-bits-1.0/lantern_mini.obj
kaykit/holiday-bits-1.0/milk,"milk",kaykit,holiday-bits-1.0,props-environments,"holiday",190,570,2,whole-model,True,True,0.300,0.602,0.300,10835,kaykit/holiday-bits-1.0/milk.obj
kaykit/holiday-bits-1.0/mistletoe_A,"mistletoe_A",kaykit,holiday-bits-1.0,props-environments,"holiday",324,972,1,whole-model,True,True,0.734,0.685,0.234,23769,kaykit/holiday-bits-1.0/mistletoe_A.obj
kaykit/holiday-bits-1.0/mistletoe_B,"mistletoe_B",kaykit,holiday-bits-1.0,props-environments,"holiday",324,972,1,whole-model,True,True,0.993,0.154,0.939,23602,kaykit/holiday-bits-1.0/mistletoe_B.obj
kaykit/holiday-bits-1.0/pillar_gingerbread_large_A,"pillar_gingerbread_large_A",kaykit,holiday-bits-1.0,props-environments,"holiday",812,2436,1,whole-model,True,True,2.096,4.000,2.096,58876,kaykit/holiday-bits-1.0/pillar_gingerbread_large_A.obj
kaykit/holiday-bits-1.0/pillar_gingerbread_large_B,"pillar_gingerbread_large_B",kaykit,holiday-bits-1.0,props-environments,"holiday",850,2550,1,whole-model,True,True,2.280,4.000,2.280,63108,kaykit/holiday-bits-1.0/pillar_gingerbread_large_B.obj
kaykit/holiday-bits-1.0/pillar_gingerbread_small_A,"pillar_gingerbread_small_A",kaykit,holiday-bits-1.0,props-environments,"holiday",428,1284,1,whole-model,True,True,1.083,4.000,1.083,31100,kaykit/holiday-bits-1.0/pillar_gingerbread_small_A.obj
kaykit/holiday-bits-1.0/pillar_gingerbread_small_B,"pillar_gingerbread_small_B",kaykit,holiday-bits-1.0,props-environments,"holiday",364,1092,1,whole-model,True,True,1.280,4.000,1.280,27847,kaykit/holiday-bits-1.0/pillar_gingerbread_small_B.obj
kaykit/holiday-bits-1.0/plate_blue,"plate_blue",kaykit,holiday-bits-1.0,props-environments,"holiday",160,480,1,whole-model,True,True,0.950,0.100,0.950,10989,kaykit/holiday-bits-1.0/plate_blue.obj
kaykit/holiday-bits-1.0/plate_decorated_A,"plate_decorated_A",kaykit,holiday-bits-1.0,props-environments,"holiday",1842,5526,1,whole-model,True,True,1.075,0.579,0.950,136177,kaykit/holiday-bits-1.0/plate_decorated_A.obj
kaykit/holiday-bits-1.0/plate_decorated_B,"plate_decorated_B",kaykit,holiday-bits-1.0,props-environments,"holiday",1038,3114,2,whole-model,True,True,0.950,0.642,0.950,69303,kaykit/holiday-bits-1.0/plate_decorated_B.obj
kaykit/holiday-bits-1.0/plate_red,"plate_red",kaykit,holiday-bits-1.0,props-environments,"holiday",160,480,1,whole-model,True,True,0.950,0.100,0.950,10987,kaykit/holiday-bits-1.0/plate_red.obj
kaykit/holiday-bits-1.0/plate_small_blue,"plate_small_blue",kaykit,holiday-bits-1.0,props-environments,"holiday",120,360,1,whole-model,True,True,0.750,0.100,0.750,8270,kaykit/holiday-bits-1.0/plate_small_blue.obj
kaykit/holiday-bits-1.0/plate_small_red,"plate_small_red",kaykit,holiday-bits-1.0,props-environments,"holiday",120,360,1,whole-model,True,True,0.750,0.100,0.750,8268,kaykit/holiday-bits-1.0/plate_small_red.obj
kaykit/holiday-bits-1.0/plate_small_white,"plate_small_white",kaykit,holiday-bits-1.0,props-environments,"holiday",120,360,1,whole-model,True,True,0.750,0.100,0.750,8272,kaykit/holiday-bits-1.0/plate_small_white.obj
kaykit/holiday-bits-1.0/plate_white,"plate_white",kaykit,holiday-bits-1.0,props-environments,"holiday",160,480,1,whole-model,True,True,0.950,0.100,0.950,10991,kaykit/holiday-bits-1.0/plate_white.obj
kaykit/holiday-bits-1.0/present_A_blue,"present_A_blue",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,0.564,0.662,0.564,50342,kaykit/holiday-bits-1.0/present_A_blue.obj
kaykit/holiday-bits-1.0/present_A_green,"present_A_green",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,0.564,0.662,0.564,50344,kaykit/holiday-bits-1.0/present_A_green.obj
kaykit/holiday-bits-1.0/present_A_red,"present_A_red",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,0.564,0.662,0.564,50340,kaykit/holiday-bits-1.0/present_A_red.obj
kaykit/holiday-bits-1.0/present_A_white,"present_A_white",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,0.564,0.662,0.564,50344,kaykit/holiday-bits-1.0/present_A_white.obj
kaykit/holiday-bits-1.0/present_A_yellow,"present_A_yellow",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,0.564,0.662,0.564,50346,kaykit/holiday-bits-1.0/present_A_yellow.obj
kaykit/holiday-bits-1.0/present_B_blue,"present_B_blue",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,0.522,1.062,0.504,50289,kaykit/holiday-bits-1.0/present_B_blue.obj
kaykit/holiday-bits-1.0/present_B_green,"present_B_green",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,0.522,1.062,0.504,50291,kaykit/holiday-bits-1.0/present_B_green.obj
kaykit/holiday-bits-1.0/present_B_red,"present_B_red",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,0.522,1.062,0.504,50287,kaykit/holiday-bits-1.0/present_B_red.obj
kaykit/holiday-bits-1.0/present_B_white,"present_B_white",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,0.522,1.062,0.504,50291,kaykit/holiday-bits-1.0/present_B_white.obj
kaykit/holiday-bits-1.0/present_B_yellow,"present_B_yellow",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,0.522,1.062,0.504,50293,kaykit/holiday-bits-1.0/present_B_yellow.obj
kaykit/holiday-bits-1.0/present_C_blue,"present_C_blue",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,0.764,0.462,0.564,50366,kaykit/holiday-bits-1.0/present_C_blue.obj
kaykit/holiday-bits-1.0/present_C_green,"present_C_green",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,0.764,0.462,0.564,50368,kaykit/holiday-bits-1.0/present_C_green.obj
kaykit/holiday-bits-1.0/present_C_red,"present_C_red",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,0.764,0.462,0.564,50364,kaykit/holiday-bits-1.0/present_C_red.obj
kaykit/holiday-bits-1.0/present_C_white,"present_C_white",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,0.764,0.462,0.564,50368,kaykit/holiday-bits-1.0/present_C_white.obj
kaykit/holiday-bits-1.0/present_C_yellow,"present_C_yellow",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,0.764,0.462,0.564,50370,kaykit/holiday-bits-1.0/present_C_yellow.obj
kaykit/holiday-bits-1.0/present_D_blue,"present_D_blue",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,0.964,1.062,0.964,50292,kaykit/holiday-bits-1.0/present_D_blue.obj
kaykit/holiday-bits-1.0/present_D_green,"present_D_green",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,0.964,1.062,0.964,50294,kaykit/holiday-bits-1.0/present_D_green.obj
kaykit/holiday-bits-1.0/present_D_red,"present_D_red",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,0.964,1.062,0.964,50290,kaykit/holiday-bits-1.0/present_D_red.obj
kaykit/holiday-bits-1.0/present_D_white,"present_D_white",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,0.964,1.062,0.964,50294,kaykit/holiday-bits-1.0/present_D_white.obj
kaykit/holiday-bits-1.0/present_D_yellow,"present_D_yellow",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,0.964,1.062,0.964,50296,kaykit/holiday-bits-1.0/present_D_yellow.obj
kaykit/holiday-bits-1.0/present_E_blue,"present_E_blue",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,1.364,0.462,0.564,50419,kaykit/holiday-bits-1.0/present_E_blue.obj
kaykit/holiday-bits-1.0/present_E_green,"present_E_green",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,1.364,0.462,0.564,50421,kaykit/holiday-bits-1.0/present_E_green.obj
kaykit/holiday-bits-1.0/present_E_red,"present_E_red",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,1.364,0.462,0.564,50417,kaykit/holiday-bits-1.0/present_E_red.obj
kaykit/holiday-bits-1.0/present_E_white,"present_E_white",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,1.364,0.462,0.564,50421,kaykit/holiday-bits-1.0/present_E_white.obj
kaykit/holiday-bits-1.0/present_E_yellow,"present_E_yellow",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,1.364,0.462,0.564,50423,kaykit/holiday-bits-1.0/present_E_yellow.obj
kaykit/holiday-bits-1.0/present_F_blue,"present_F_blue",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,2.164,0.462,0.964,50347,kaykit/holiday-bits-1.0/present_F_blue.obj
kaykit/holiday-bits-1.0/present_F_green,"present_F_green",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,2.164,0.462,0.964,50349,kaykit/holiday-bits-1.0/present_F_green.obj
kaykit/holiday-bits-1.0/present_F_red,"present_F_red",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,2.164,0.462,0.964,50345,kaykit/holiday-bits-1.0/present_F_red.obj
kaykit/holiday-bits-1.0/present_F_white,"present_F_white",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,2.164,0.462,0.964,50349,kaykit/holiday-bits-1.0/present_F_white.obj
kaykit/holiday-bits-1.0/present_F_yellow,"present_F_yellow",kaykit,holiday-bits-1.0,props-environments,"holiday",678,2034,1,whole-model,True,True,2.164,0.462,0.964,50351,kaykit/holiday-bits-1.0/present_F_yellow.obj
